Time (CET)	Latitude	Longitude	Course	kts	mph	meters	Rate	Reporting Facility
Sat 22:59:18	-33.5292	153.0330	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:59:20	-33.5332	153.0257	↙ 236°	429	494	11,582	 Level	 FlightAware ADS-B (YWVA)
Sat 22:59:23	-33.5346	153.0231	↙ 239°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:59:28	-33.5401	153.0133	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:59:38	-33.5510	152.9936	↙ 236°	429	494	11,582	 Level	 Aus ATC (ADS-B)
Sat 22:59:43	-33.5565	152.9837	↙ 237°	429	494	11,582	-38 Descending	 Aus ATC (ADS-B)
Sat 22:59:50	-33.5651	152.9683	↙ 237°	429	494	11,575	 Level	 FlightAware ADS-B (TMW / YSTW)
Sat 22:59:53	-33.5676	152.9638	↙ 234°	429	494	11,582	38 Climbing	 Aus ATC (ADS-B)
Sat 23:00:02	-33.5785	152.9441	↙ 237°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:00:08	-33.5840	152.9342	↙ 236°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:00:18	-33.5950	152.9143	↙ 236°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:00:21	-33.5999	152.9055	↙ 237°	432	497	11,582	 Level	 FlightAware ADS-B (YWVA)
Sat 23:00:33	-33.6115	152.8844	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:00:42	-33.6226	152.8645	↙ 236°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:00:53	-33.6349	152.8423	↙ 237°	432	497	11,582	 Level	 FlightAware ADS-B (PQQ / YPMQ)
Sat 23:00:57	-33.6391	152.8347	↙ 235°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:01:07	-33.6501	152.8147	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:01:12	-33.6557	152.8047	↙ 237°	433	498	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:01:22	-33.6667	152.7847	↙ 237°	433	498	11,582	-38 Descending	 Aus ATC (ADS-B)
Sat 23:01:24	-33.6695	152.7795	↙ 237°	433	498	11,575	 Level	 FlightAware ADS-B (TMW / YSTW)
Sat 23:01:32	-33.6777	152.7648	↙ 237°	433	498	11,582	35 Climbing	 Aus ATC (ADS-B)
Sat 23:01:37	-33.6832	152.7549	↙ 237°	432	497	11,582	-35 Descending	 Aus ATC (ADS-B)
Sat 23:01:45	-33.6921	152.7388	↙ 237°	432	497	11,575	 Level	 FlightAware ADS-B (YSRI)
Sat 23:01:47	-33.6942	152.7349	↙ 238°	432	497	11,582	27 Climbing	 Aus ATC (ADS-B)
Sat 23:02:02	-33.7107	152.7048	↙ 237°	432	497	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:02:09	-33.7178	152.6920	↙ 237°	432	497	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:02:12	-33.7217	152.6850	↙ 236°	431	496	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:02:33	-33.7449	152.6429	↙ 237°	431	496	11,582	 Level	 FlightAware ADS-B (YXSG)
Sat 23:02:52	-33.7655	152.6054	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:03:03	-33.7779	152.5828	↙ 238°	429	494	11,582	 Level	 FlightAware ADS-B (YWST)
Sat 23:03:07	-33.7818	152.5755	↙ 238°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:03:17	-33.7927	152.5557	↙ 237°	430	495	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:03:32	-33.8092	152.5258	↙ 237°	429	494	11,582	-29 Descending	 Aus ATC (ADS-B)
Sat 23:03:33	-33.8094	152.5254	↙ 237°	429	494	11,575	 Level	 FlightAware ADS-B (BWU / YSBK)
Sat 23:03:42	-33.8200	152.5060	↙ 236°	429	494	11,582	19 Climbing	 Aus ATC (ADS-B)
Sat 23:03:57	-33.8364	152.4762	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:04:04	-33.8436	152.4632	↙ 237°	427	491	11,582	 Level	 FlightAware ADS-B (YWBN)
Sat 23:04:07	-33.8471	152.4566	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:04:22	-33.8633	152.4270	↙ 237°	426	490	11,582	-18 Descending	 Aus ATC (ADS-B)
Sat 23:04:32	-33.8733	152.4087	↙ 238°	425	489	11,575	 Level	 FlightAware ADS-B
Sat 23:04:37	-33.8792	152.3979	↙ 237°	425	489	11,582	30 Climbing	 Aus ATC (ADS-B)
Sat 23:04:47	-33.8903	152.3775	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:04:57	-33.9011	152.3578	↙ 236°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:05:02	-33.9064	152.3481	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:05:04	-33.9067	152.3475	↙ 238°	424	488	11,582	 Level	 FlightAware ADS-B
Sat 23:05:12	-33.9171	152.3284	↙ 237°	424	488	11,582	-16 Descending	 Aus ATC (ADS-B)
Sat 23:05:33	-33.9392	152.2879	↙ 238°	424	488	11,575	 Level	 FlightAware ADS-B
Sat 23:06:02	-33.9708	152.2298	↙ 237°	424	488	11,582	15 Climbing	 Aus ATC (ADS-B)
Sat 23:06:04	-33.9740	152.2240	↙ 238°	424	488	11,582	-13 Descending	 FlightAware ADS-B (YWST)
Sat 23:06:36	-34.0072	152.1630	↙ 237°	424	488	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:06:42	-34.0136	152.1510	↙ 237°	424	488	11,582	41 Climbing	 Aus ATC (ADS-B)
Sat 23:06:47	-34.0190	152.1411	↙ 236°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:06:57	-34.0297	152.1214	↙ 237°	424	488	11,582	-27 Descending	 Aus ATC (ADS-B)
Sat 23:07:04	-34.0389	152.1045	↙ 238°	423	487	11,575	 Level	 FlightAware ADS-B (YWST)
Sat 23:07:44	-34.0796	152.0292	↙ 237°	424	488	11,582	9 Climbing	 FlightAware ADS-B (YXSG)
Sat 23:07:57	-34.0938	152.0030	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:08:04	-34.0991	151.9931	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:08:12	-34.1099	151.9732	↙ 237°	424	488	11,582	-46 Descending	 Aus ATC (ADS-B)
Sat 23:08:14	-34.1123	151.9688	↙ 237°	424	488	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:08:22	-34.1205	151.9535	↙ 237°	424	488	11,582	35 Climbing	 Aus ATC (ADS-B)
Sat 23:08:27	-34.1258	151.9438	↙ 235°	424	488	11,582	-46 Descending	 Aus ATC (ADS-B)
Sat 23:08:32	-34.1311	151.9340	↙ 238°	423	487	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:08:37	-34.1365	151.9239	↙ 237°	424	488	11,582	33 Climbing	 Aus ATC (ADS-B)
Sat 23:08:46	-34.1468	151.9047	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:08:47	-34.1471	151.9041	↙ 245°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:09:02	-34.1631	151.8746	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:09:32	-34.1949	151.8154	↙ 237°	424	488	11,582	 Level	 FlightAware ADS-B (NTL / YWLM)
Sat 23:09:47	-34.2110	151.7854	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:09:52	-34.2164	151.7755	↙ 236°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:10:01	-34.2269	151.7558	↙ 238°	424	488	11,582	-46 Descending	 Aus ATC (ADS-B)
Sat 23:10:02	-34.2268	151.7561	↙ 237°	424	488	11,575	 Level	 FlightAware ADS-B (YSRI)
Sat 23:10:16	-34.2429	151.7261	↙ 237°	424	488	11,582	19 Climbing	 Aus ATC (ADS-B)
Sat 23:10:26	-34.2535	151.7063	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:10:31	-34.2589	151.6962	↙ 236°	424	488	11,582	-76 Descending	 Aus ATC (ADS-B)
Sat 23:10:32	-34.2591	151.6960	↙ 237°	424	488	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:10:42	-34.2695	151.6764	↙ 237°	424	488	11,582	15 Climbing	 Aus ATC (ADS-B)
Sat 23:11:02	-34.2915	151.6355	↙ 237°	425	489	11,582	 Level	 FlightAware ADS-B (NTL / YWLM)
Sat 23:11:32	-34.3235	151.5756	↙ 237°	426	490	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:11:46	-34.3387	151.5470	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:11:56	-34.3494	151.5270	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:01	-34.3547	151.5171	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:02	-34.3548	151.5168	↙ 237°	427	491	11,582	 Level	 FlightAware ADS-B (YSRI)
Sat 23:12:06	-34.3600	151.5070	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:11	-34.3653	151.4970	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:21	-34.3760	151.4771	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:26	-34.3814	151.4671	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:32	-34.3871	151.4563	↙ 237°	426	490	11,582	 Level	 FlightAware ADS-B (YSRI)
Sat 23:12:36	-34.3916	151.4477	↙ 236°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:46	-34.4026	151.4271	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:51	-34.4079	151.4171	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:12:56	-34.4132	151.4071	↙ 237°	426	490	11,582	-41 Descending	 Aus ATC (ADS-B)
Sat 23:13:02	-34.4198	151.3948	↙ 237°	426	490	11,575	 Level	 FlightAware ADS-B (YGNB)
Sat 23:13:06	-34.4239	151.3870	↙ 238°	426	490	11,582	51 Climbing	 Aus ATC (ADS-B)
Sat 23:13:11	-34.4292	151.3771	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:13:16	-34.4346	151.3670	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:13:21	-34.4399	151.3569	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:13:31	-34.4504	151.3371	↙ 237°	426	490	11,582	-41 Descending	 Aus ATC (ADS-B)
Sat 23:13:32	-34.4512	151.3356	↙ 237°	426	490	11,575	 Level	 FlightAware ADS-B (YSRI)
Sat 23:13:36	-34.4558	151.3270	↙ 238°	426	490	11,582	51 Climbing	 Aus ATC (ADS-B)
Sat 23:13:41	-34.4611	151.3171	↙ 237°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:13:46	-34.4664	151.3070	↙ 238°	426	490	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:13:56	-34.4770	151.2868	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:14:01	-34.4823	151.2768	↙ 238°	427	491	11,582	-76 Descending	 Aus ATC (ADS-B)
Sat 23:14:02	-34.4837	151.2743	↙ 237°	427	491	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:14:06	-34.4877	151.2667	↙ 237°	427	491	11,582	51 Climbing	 Aus ATC (ADS-B)
Sat 23:14:11	-34.4929	151.2568	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:14:21	-34.5036	151.2367	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:14:26	-34.5089	151.2267	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:14:32	-34.5156	151.2140	↙ 237°	427	491	11,582	 Level	 FlightAware ADS-B (YGNB)
Sat 23:14:41	-34.5246	151.1970	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:14:46	-34.5302	151.1864	↙ 238°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:14:51	-34.5355	151.1764	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:15:01	-34.5461	151.1562	↙ 237°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:15:02	-34.5477	151.1533	↙ 237°	427	491	11,582	-14 Descending	 FlightAware ADS-B (YGNB)
Sat 23:15:33	-34.5804	151.0913	↙ 237°	427	491	11,575	 Level	 FlightAware ADS-B (YWVA)
Sat 23:15:51	-34.5991	151.0557	↙ 237°	427	491	11,582	23 Climbing	 Aus ATC (ADS-B)
Sat 23:15:53	-34.6014	151.0513	↙ 238°	427	491	11,582	 Level	 FlightAware ADS-B (YTCN)
Sat 23:15:56	-34.6044	151.0456	↙ 236°	427	491	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:16:06	-34.6150	151.0254	↙ 238°	427	491	11,582	-35 Descending	 Aus ATC (ADS-B)
Sat 23:16:09	-34.6185	151.0188	↙ 238°	427	491	11,575	 Level	 FlightAware ADS-B (YGNB)
Sat 23:16:30	-34.6407	150.9766	↙ 239°	425	489	11,582	14 Climbing	 FlightAware ADS-B (SYD / YSSY)
Sat 23:16:41	-34.6520	150.9551	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:16:46	-34.6572	150.9451	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:16:53	-34.6654	150.9296	↙ 239°	423	487	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:16:56	-34.6678	150.9249	↙ 240°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:17:06	-34.6782	150.9050	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:17:11	-34.6835	150.8949	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:17:15	-34.6876	150.8872	↙ 238°	424	488	11,582	 Level	 FlightAware ADS-B (YXWL)
Sat 23:17:21	-34.6940	150.8749	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:17:26	-34.6993	150.8648	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:17:35	-34.7094	150.8454	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:17:41	-34.7150	150.8348	↙ 236°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:17:46	-34.7202	150.8248	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:18:01	-34.7360	150.7947	↙ 238°	424	488	11,582	-29 Descending	 Aus ATC (ADS-B)
Sat 23:18:02	-34.7370	150.7927	↙ 239°	423	487	11,575	 Level	 FlightAware ADS-B (BWU / YSBK)
Sat 23:18:11	-34.7464	150.7747	↙ 238°	424	488	11,582	33 Climbing	 Aus ATC (ADS-B)
Sat 23:18:16	-34.7517	150.7646	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:18:26	-34.7621	150.7446	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:18:32	-34.7692	150.7311	↙ 238°	424	488	11,582	 Level	 FlightAware ADS-B (BWU / YSBK)
Sat 23:18:36	-34.7726	150.7245	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:18:41	-34.7778	150.7145	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:18:51	-34.7883	150.6943	↙ 238°	423	487	11,582	-25 Descending	 Aus ATC (ADS-B)
Sat 23:18:59	-34.7967	150.6783	↙ 238°	423	487	11,575	 Level	 FlightAware ADS-B (YXCB)
Sat 23:19:01	-34.7987	150.6744	↙ 236°	423	487	11,582	65 Climbing	 Aus ATC (ADS-B)
Sat 23:19:06	-34.8040	150.6642	↙ 236°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:19:16	-34.8145	150.6441	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:19:30	-34.8298	150.6146	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:19:31	-34.8302	150.6139	← 249°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:19:41	-34.8405	150.5939	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:19:56	-34.8563	150.5637	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:19:57	-34.8582	150.5599	↙ 238°	425	489	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:20:06	-34.8668	150.5433	↙ 238°	425	489	11,582	-23 Descending	 Aus ATC (ADS-B)
Sat 23:20:17	-34.8784	150.5210	↙ 238°	424	488	11,575	 Level	 FlightAware ADS-B (YSGT)
Sat 23:20:21	-34.8824	150.5131	↙ 238°	424	488	11,582	25 Climbing	 Aus ATC (ADS-B)
Sat 23:20:35	-34.8981	150.4830	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:20:52	-34.9148	150.4508	↙ 239°	424	488	11,582	-12 Descending	 FlightAware ADS-B
Sat 23:21:14	-34.9386	150.4048	↙ 239°	423	487	11,575	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:21:41	-34.9658	150.3519	↙ 238°	425	489	11,582	15 Climbing	 Aus ATC (ADS-B)
Sat 23:21:44	-34.9692	150.3454	↙ 238°	425	489	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:21:50	-34.9762	150.3318	↙ 237°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:21:55	-34.9811	150.3224	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:22:14	-34.9997	150.2863	↙ 238°	425	489	11,582	 Level	 FlightAware ADS-B (BWU / YSBK)
Sat 23:22:30	-35.0179	150.2509	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:22:35	-35.0231	150.2408	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:22:45	-35.0335	150.2206	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:22:55	-35.0438	150.2006	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:23:00	-35.0489	150.1905	↙ 239°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:23:10	-35.0593	150.1703	↙ 238°	422	486	11,582	-30 Descending	 Aus ATC (ADS-B)
Sat 23:23:15	-35.0645	150.1602	↙ 238°	423	487	11,575	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:23:20	-35.0696	150.1502	↙ 238°	422	486	11,582	46 Climbing	 Aus ATC (ADS-B)
Sat 23:23:25	-35.0747	150.1402	↙ 238°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:23:35	-35.0851	150.1200	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:23:40	-35.0903	150.1099	↙ 238°	423	487	11,582	-46 Descending	 Aus ATC (ADS-B)
Sat 23:23:45	-35.0948	150.1010	↙ 239°	422	486	11,575	 Level	 FlightAware ADS-B (YWST)
Sat 23:23:50	-35.1006	150.0897	↙ 238°	423	487	11,582	30 Climbing	 Aus ATC (ADS-B)
Sat 23:24:00	-35.1110	150.0695	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:24:05	-35.1161	150.0594	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:24:15	-35.1245	150.0430	↙ 239°	422	486	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:24:20	-35.1316	150.0292	↙ 238°	422	486	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:24:25	-35.1368	150.0191	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:24:35	-35.1471	149.9989	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:24:40	-35.1522	149.9888	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:24:45	-35.1574	149.9787	↙ 238°	423	487	11,582	-76 Descending	 Aus ATC (ADS-B)
Sat 23:24:46	-35.1578	149.9780	↙ 238°	423	487	11,575	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:24:50	-35.1626	149.9685	↙ 238°	423	487	11,582	33 Climbing	 Aus ATC (ADS-B)
Sat 23:25:00	-35.1729	149.9484	↙ 239°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:25:05	-35.1781	149.9381	↙ 237°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:25:16	-35.1891	149.9165	↙ 238°	424	488	11,582	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:25:35	-35.2091	149.8772	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:25:46	-35.2200	149.8558	↙ 239°	424	488	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:25:50	-35.2246	149.8468	↙ 239°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:25:55	-35.2297	149.8367	↙ 239°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:26:04	-35.2394	149.8175	↙ 239°	425	489	11,582	-21 Descending	 Aus ATC (ADS-B)
Sat 23:26:17	-35.2520	149.7929	↙ 238°	425	489	11,575	 Level	 FlightAware ADS-B (GUL / YGLB)
Sat 23:26:40	-35.2762	149.7451	↙ 238°	424	488	11,582	16 Climbing	 Aus ATC (ADS-B)
Sat 23:26:45	-35.2813	149.7350	↙ 238°	424	488	11,582	-65 Descending	 Aus ATC (ADS-B)
Sat 23:26:47	-35.2830	149.7318	↙ 238°	424	488	11,575	 Level	 FlightAware ADS-B (GUL / YGLB)
Sat 23:26:55	-35.2916	149.7147	↙ 239°	424	488	11,582	35 Climbing	 Aus ATC (ADS-B)
Sat 23:27:00	-35.2968	149.7045	↙ 239°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:27:05	-35.3020	149.6942	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:27:10	-35.3071	149.6840	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:27:20	-35.3174	149.6638	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:27:25	-35.3226	149.6535	↙ 239°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:27:30	-35.3277	149.6434	↙ 239°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:27:35	-35.3328	149.6333	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:27:47	-35.3456	149.6080	↙ 238°	424	488	11,582	 Level	 FlightAware ADS-B (NOA / YSNW)
Sat 23:28:15	-35.3739	149.5517	↙ 238°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:28:18	-35.3772	149.5453	↙ 238°	424	488	11,582	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:28:20	-35.3791	149.5415	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:28:30	-35.3894	149.5211	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:28:35	-35.3945	149.5109	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:28:40	-35.3996	149.5008	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:28:48	-35.4084	149.4833	↙ 238°	424	488	11,582	-13 Descending	 FlightAware ADS-B (CBR / YSCB)
Sat 23:29:16	-35.4366	149.4272	↙ 240°	423	487	11,575	-7 Descending	 FlightAware ADS-B (YXSB)
Sat 23:29:53	-35.4748	149.3513	↙ 240°	423	487	11,575	10 Climbing	 FlightAware ADS-B (YXSB)
Sat 23:30:00	-35.4816	149.3377	↙ 238°	423	487	11,582	27 Climbing	 Aus ATC (ADS-B)
Sat 23:30:10	-35.4918	149.3173	↙ 239°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:30:14	-35.4963	149.3083	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:30:20	-35.5019	149.2970	↙ 238°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:30:24	-35.5067	149.2876	↙ 240°	423	487	11,582	 Level	 FlightAware ADS-B (SYD / YSSY)
Sat 23:30:25	-35.5071	149.2867	← 248°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:30:54	-35.5376	149.2258	↙ 239°	423	487	11,582	 Level	 FlightAware ADS-B (CBR / YSCB)
Sat 23:30:59	-35.5427	149.2154	↙ 239°	423	487	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:31:04	-35.5473	149.2062	↙ 237°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:31:14	-35.5580	149.1847	↙ 238°	424	488	11,582	-23 Descending	 Aus ATC (ADS-B)
Sat 23:31:24	-35.5670	149.1668	↙ 240°	424	488	11,575	 Level	 FlightAware ADS-B (YXSB)
Sat 23:31:39	-35.5837	149.1333	↙ 239°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:32:05	-35.6111	149.0782	↙ 239°	424	488	11,575	-10 Descending	 FlightAware ADS-B (CBR / YSCB)
Sat 23:32:25	-35.6296	149.0409	↙ 239°	423	487	11,575	9 Climbing	 FlightAware ADS-B (GUL / YGLB)
Sat 23:32:57	-35.6639	148.9718	↙ 239°	424	488	11,582	12 Climbing	 FlightAware ADS-B (YJIN)
Sat 23:33:04	-35.6701	148.9593	↙ 239°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:33:09	-35.6752	148.9490	↙ 238°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:33:19	-35.6853	148.9285	↙ 239°	424	488	11,582	-25 Descending	 Aus ATC (ADS-B)
Sat 23:33:27	-35.6942	148.9105	↙ 239°	424	488	11,575	 Level	 FlightAware ADS-B (YHOX)
Sat 23:33:29	-35.6955	148.9080	↙ 242°	424	488	11,582	65 Climbing	 Aus ATC (ADS-B)
Sat 23:33:34	-35.7005	148.8979	↙ 239°	424	488	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:33:44	-35.7107	148.8772	↙ 239°	424	488	11,582	-30 Descending	 Aus ATC (ADS-B)
Sat 23:33:49	-35.7149	148.8687	↙ 239°	425	489	11,575	-21 Descending	 FlightAware ADS-B (ABX / YMAY)
Sat 23:34:06	-35.7334	148.8313	↙ 239°	425	489	11,575	13 Climbing	 FlightAware ADS-B (YTCN)
Sat 23:34:24	-35.7513	148.7950	↙ 238°	425	489	11,582	16 Climbing	 Aus ATC (ADS-B)
Sat 23:34:34	-35.7615	148.7744	↙ 239°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:34:37	-35.7641	148.7692	↙ 239°	425	489	11,582	 Level	 FlightAware ADS-B (YXSB)
Sat 23:34:44	-35.7716	148.7538	↙ 239°	425	489	11,582	 Level	 Aus ATC (ADS-B)
Sat 23:34:49	-35.7767	148.7434	↙ 239°	425	489	11,582	 Level	 Aus ATC (ADS-B)
